Id,Review,Label,Category
912,"Very interesting course. Each module had several ""surprises"" that fascinated me. All the speakers are easy to understand and interesting. Would like to see Part 2 with Russia, England, Turkey, etc. Makes you aware as to how differently countries can look at the same issue.",5,Course Content
913,This course gave me an eye opening view of the world. I can see how this course can grow into a more dynamic and interactive education experience in the future.,5,Course Content
914,"While some of the information presented was interesting, it seemed oddly biased towards the perspective of highly educated foreigners. I had hoped to get more information about how America is seen by the (foreign) masses.",2,Course Content
915,seemed kind of dumb at first but got better,4,Course Content
916,"A revealing look on how the rest of the world views the USA. Perhaps this should be offered to high school students, somt hey can better understand how other nationalities react to ""Americans""",5,Instructor Quality
917,"Helpful on a knowing america through other country's eye. However, I think the course would be more interesting if if could include more discussion about how all those country and US view each other now instead of focusing much of its content on history.",4,Course Content
918,No translations available despite what subtitles and transcripts say.,1,Course Content
919,"Thank you very much for this beautiful course. So many concepts, clearly explained and with great passion. Best wishes from Montevideo, Uruguay.",5,Course Content
920,IT'S AN EDUCATIVE AND PRODUCTIVE COURSE.,5,Course Content
921,The greatest course in Agroeconomics ! Highly recommended!,5,Course Content
922,it is a great course!!!!,5,Course Content
923,"I'm 29 years old, Staff/teacher of Add to dictionary University, Lao PDR, Professional Affiliation is Livestock and Animal help care Unit Service, Technical ISU, teaching And Researcher Unit of Animal science, Faculty of Agriculture and Environment, Savannaket University, Lao PDRDetail about me : https://livestockevolutionweb.wordpress.com/The basic on my particular subject is focusing The Livestock Management to Produced to merchandise and Marketing management planning in regional. But, the knowledge - my skills is a difference with academics general. Whether the knowledge - skills on the improve and development livestock with diversify, veterinary , can work with people or farmers in locally is very well, knowledge - skills about design model on research Both on the scientific social and experiment, writing research proposal, Research issue ...So, the based on fact of my origin, is come from families with relatively poor of status since Congenital up to currently. Limit of money is as the key factor to my work and deprived to study on higher degree. So, I have to learn for experience by own throughout. And also, Iâ€™m built many activities focus Agriculture production sure: rice growing along with livestock for food security and Extra Income for my family. Over the past, on my life Is as normally will have to the faces with the actual fight with challenge on production agriculture in every day. The mainly is: deteriorating on the abundance of natural resources and the Influence competition on market system including a wide open on the system of global trade liberalization of worldwide Become a channel for integration markets system on international level come in to regional the easier. Which is cannot avoid the chance to variability in terms of Popularity, distinguish grade of production and pressure on price of product. Has not balance between Price yielded and cost on productivity. Therefore, Iâ€™m try to learn and experience by my selves throughout Can find something to helpful on reduction the cost on my productivity and help to increase the effective on my production processing focus livestock. And can discover Some methods to evolution my livestock Process become as the Producing to Sales in current. The following is:1) Iâ€™m can design and constructing the Incubators hatchery 3 models, in each3 models has 4 sizes(The mean as to chicken (low price and high Quality).2) Iâ€™m can Creating new feed for chicken, duct and quail Recipes 3 by utilization mulberry fruit enzyme Microorganism extract (Probiotic) income on fermentation processing of cassava with Cassava leaf sundry. Become to ingredient in feed its can help to low cost 2/5 of Feed concentrate price. But efficiency neighborhoods with general of concentrations.3) Iâ€™m can creating new supplement for Ruminant by utilization Probiotic fermentationâ€™s cassava with Cassava leaf sundry (+Urea 1%) Building Supplements for ruminant focus for helps to keep weight during on dry season and help to in cases the effective on use nutrition in rice straw of cattleIn each discover, an as the physical on innovative are created from the livestock system in my family to oriented on basic structure of activity from step by step, with the integration among theory - scientific principles to as the concept on under the base of conditions and potentially exiting to evaluate on probability along with the consider from the capacity on use and mean balance of cost production per products prices to as the indicator on efficient of providing productive per time on production process. The result from such innovative of discover is good. And in current have many families of population and smallholder in community using my Idea and my product to improve the animal production system of them. However, It is only applied to the personal relationship nature in Narrow. There are donâ€™t have to publish official In the wide rings. My degree in current Itâ€™s still as key to limit on the Confidence From various organizations In both government and private, which created Inside and outside the country including international level.",4,Course Content
924,The course is well detailed and well lectured.,5,Course Content
925,"Useful course, separated into great topics and within a reasonable time-frame.",5,Course Content
926,"An exceptional course. The breadth of material is wide, and yet there is a lot of detail and some quite specific instruction. The pace is good - each module covers just enough before moving on to the next topic, so it's engaging without being overwhelming. There's a good range of discussions, from economic theory, practical case studies and interviews with farmers. It builds on what I've learned elsewhere, so will be useful for real-world application.",5,Course Content
927,Such an informative course,5,Course Content
928,NIce course got a brief idea about agriculture by one of the renowned teacher David Pannell sir,4,Course Content
929,"Interesting course on Agriculture and Economics, very useful to revise important economic concepts and also to learn more about agriculture. Highly recommended.",5,Course Content
930,A good and relevant course,5,Course Content
931,Very rewarding and insightfull learned a ton !,5,Course Content
932,i like this course very much,5,Course Content
933,Provides a nice basis in understanding how economic principles are used to investigate agriculture production. Could provide a bit more of an economic foundation but the course is broad rather than deep.,3,Course Content
934,It was an amazing experience. I learned so much. Thank you :),5,Course Content
935,"It's really about economics in its broader meaning: how different natural, social, and financial aspects play together to set present and future of farmers and the communities they live in.I highly recommend this course to anyone, even if not specifically interested in agriculture economics.",5,Course Content
936,"I am much excited to partake in this course and it has really improved my worth. i strongly recommend it everyone. A very big THANK YOU to the coursera team for such an initiative and also to the Agriculture faculty of university of western of western Australia for such a partnership. i am very grateful, looking forward to work with you. BRAVO!!!",4,Course Content
937,"An excellent course and online experience. Coming from an industrial environmental management background, this has given me insight and interest",5,Course Content
938,Enriching content coupled with,5,Course Content
939,Wonderful course!!I recommend it to everyone in the Agricultural space.,5,Course Content
940,Pretty Good Course,4,Course Content
941,"It's a beautiful course! Not only did I learn more (than I estimated) about economics and agriculture, there was also a nice balance between theory and practical applications. The recommended readings are relatable and reinforce the content of the videos. As a teacher, Dave is careful to present both sides of any issue (for example, he presents both gylphosate as the largest used herbicide, while maintaining that it is also very controversial). Pannell Discussions are a delight to read, since they deliver the intended content without sounding like research papers, which sometimes they may actually be based upon. It's wonderful to see such researchers having the patience to blog about such issues online! At a more subtle level, things like the location choices (farms for the agricultural weeks and buildings for institutional/policy weeks), altering background music - all made enriched my experience!Ofcourse, I think I will still have to brush up my concepts from time to time (since an online course can not replace internalization of a subject through rigorous comprehension and examination), and ofcourse I have quite a lot more to ""learn"" in this area (who doesn't? :P).But the course was a very informative, balanced and highly interesting introduction for me!",5,Course Content
942,A great short course delivered by one of the best agricultural economist in the world with a great publication history,5,Course Content
943,The course was amazing i learned a lot of new things . if someone responding to these review i want to add something . In final quiz i did not find proper result . Which question i marked wrong and which one right . So please solve this problem.,4,Course Content
944,Great Course have already learned so much. And still hoping to learn more.,5,Course Content
945,"Great mental workout. Well-explained, but the coding challenges and bonus questions are challenging enough to allow for a lot of growth even for more advanced students.",5,Instructor Quality
946,As someone with only (UK) high school level maths I just about managed to follow this. I am still confused by logarithms. I guess I should go and read the maths for computer science resource.,4,Course Content
947,I had a great time taking this course. It was a very good course in algorithms that explained the core concepts really well rather than just providing a high level overview. The assignments take some time but it aligns with what the instructor is teaching. The instructor is absolutely excellent because he takes the time to go through the math and iterations which helps to develop a deeper intuition for these algorithms. Looking forward to completing his other courses when I got time.,5,Course Content
948,"Course is brilliant, but at least for me the completion took in average 3 times more effort than expected by authors (4-8 hrs/week). Of course this is mostly due to my low experience with programming, but still, might be relevant for other learners, who don!t have much experience.",5,Course Content
949,Sometimes too much mathematics.,4,Course Content
950,"It was an awesome and challenging course.And ,the lecturer Mr.Tim Roughgarden did introduced the gist that I need.So ,of course, I owe him a big thank.Thank you all.",5,Course Content
951,Professor Roughgarden explains everything clearly and is engaged in the topic. His excitement about algorithms comes though in his teaching.,5,Course Content
952,"Professor Roughgarden managed to explain all the algorithom ideas in a clear and simple way, and give us a very intuitive understanding of these methods. He did give me confidence in this field, even I am not majoring in CS.",5,Instructor Quality
953,"I thoroughly enjoyed this course. I learned a great deal, and particularly enjoyed the programming assignments. Looking forward to starting course 2.",5,Course Content
954,Well designed and good to refresh the basics on many top algorithms,5,Course Content
955,Very useful course..Loved it.,5,Course Content
956,"This course has relatively few instructions about homework. I believe more test cases would be better.(Though able to be found in forum.) Besides, lecture is really awesome. Thanks a lot.",5,Course Content
957,Very good course in algorithms. I bought the book to help me understand but the lectures make it way easier and thus much more fun to understand the analysis. Looking forward to complete the spec,5,Course Content
958,I like this course a lot. Going to learn everything in the specialization.,5,Course Content
959,Excellent course. The statistical analysis was a little too fast and overwhelming towards the end but overall I learned a lot.,5,Course Content
960,I would really love to take this course as I m currently a computer science and thanks for granting me this course Yuhuuuuu!,4,Course Content
961,it is very important to learn algorithms as it is truly said it is heart of computer programming .. I am very happy and thanks for offering such a course to coursera and have just started hope will learn something so that it will help !!!!,5,Course Content
962,"The professor is very good. However, pictures and graphics mean a thousand words. These lectures rely too much on words. It makes it how to visualize the concepts. Hope to see more pictures. Animation will be the best.",3,Instructor Quality
963,Great course but audio and video are terribly out of sync.,4,Course Content
964,"The course was pretty good. Definitely worth the money, and better than I expected from an online course. I thought it was a little heavy with probability proofs, but that's probably because I struggle with stats.",5,Course Content
965,A very nice course!,5,Course Content
966,"I was glad to get exposure to famous algorithms through this class, but I don't feel like I really developed an intuition for reasoning about their runtime. The class was challenging, but mostly for the wrong reasons. I spent more time and energy pouring over the answers to tricky quizzes and having to implement algorithms exactly as described in the lecture notes rather than really truly learning. It also took me much longer than the 4-8 hours per week advertised to complete each week.",3,Course Content
967,Thank you so much! I grown so much in the field of Algorithms because of this course. Onto the next one.,5,Course Content
968,Liked the style and intensity of the course!,5,Course Content
969,This is a best algorithm course I have ever done!,5,Course Content
970,"The instructor for this course is absolutely excellent. He is a master of the subject and explains the material to get at the concepts behind it rather than just a superficial understanding. He also does not get lost in mathematical notation, explaining clearly what each piece of the math he is showing us means.",5,Course Content
971,Very good course !,5,Course Content
972,It's an amazing introduction to algorithms. I enjoyed listening to the lectures. All the algorithms were explained in detail.,5,Instructor Quality
973,The course was quite useful and enlighteningï¼I was a good start to learn algorithms!,5,Course Content
974,"Tim Roughgarden teaches with wit and depth. Speaking with idiomatic verve, he injects life into Algorithms!",5,Instructor Quality
975,A must for wannable computer geek.,5,Course Content
976,The ideas from this course are fun.,5,Course Content
977,"Very good review of divide and conquer algorithms, however, I only recommend for those who are willing to put in the hard work as I found it challenging.",5,Course Content
978,I'm so glad that I've taken this course. This is really fantastic.,5,Course Content
979,Very Useful,5,Course Content
980,"This is a great course. The teacher is very clear, and the material is very interesting. The programming assignments are interesting: the problems asked are very simple, but the input is generally too large to use brute force: you really have to implement the algorithms presented in the videos. This makes you realize how much smart algorithms can make a difference.The level of the class is relatively high, compared to other Coursera courses I've taken. If you want some serious training on algorithms, look no further.",5,Course Content
981,"I would recommend this course to anyone who has some experience with coding, but has not taken an algorithm course. I particularly like this course because it is more ""math-heavy"" than some of the other courses. After taking this course, you might not be able to solve all Leetcode problems (so probably will not help with your interviews directly), but from an intellectual point of view, I think the instructor does a good job explaining why people care about algorithms and how to analyze a class of algorithms rigorously.",4,Course Content
982,Challenging but Insightful. Definitely worth it.,5,Course Content
983,"This course offers one of the best introductions to reasoning about algorithms in a mathematical way. However, it is not just theory, it also gives you practical advise and forces you to polish up your programming skills as well by implementing some of the most useful and popular algorithms for sorting and similar applications in whatever language you wish.",5,Course Content
984,"Excellent course. What I valued most about this course was the clarity with which proofs and algorithms are explained. In learning algorithms one really profits from a great professor. Keep in mind that this course involves mathematics for proofs and I believe one has to be really curious about algorithms and dive into proofs to take full advantage of this course. Regarding assignments they are challenging but definitely approachable if you have some experience in programming. My advice: do not get discouraged, this is all about resilience!",5,Course Content
985,Excellent course! I would recommend it to everyone who wants to learn algorithms.,5,Course Content
986,"Awesome,right now I know why algorithms are most important..!!",5,Course Content
987,Tim gives great insights and draws attention to the right things at right time! Exercise and quizzes are very helpful and makes you think in right direction. Also the in-video-quizzes are well thought of to make you think about the topic being described in the video and thus makes it easy to understand the contents. This is just the right course anyone should take to improve/learn algorithm and data structures course. I've got got aaha! moments multiple times. Can't thank Tim enough!!,5,Course Content
988,Sir Tim Roughgarden teaches very straight forward and easy .I like the course.,5,Course Content
989,Cool class,5,Course Content
990,Exceptional materials and teacher.,5,Course Content
991,Great,4,Course Content
992,Challenging and fun!,5,Course Content
993,Amazing course!,5,Course Content
994,The unique value of taking the course: read and think through the material with guidance and completing its assignments is the efficiency by saving all the search cost would I collect on my own the good and succinct presentation of the knowledge and exercises with solutions (at least correctness checks.) The entire detail of an algorithm is hard to keep afresh in memory and one needs to refresh it from time to time. It is very cost-effective to take a course like this to accelerate the refresh.,4,Course Content
995,"Very good course on algorithms, a lot of terms explained in details with exercises",5,Course Content
996,"Well structured, well explained. Great course!",5,Course Content
997,Very nice course !!,5,Course Content
998,This is a great course for who doesn't have a computer science background!,5,Course Content
999,This course has some great quiz questions. I'd recommend it to people just for them.,5,Course Content
1000,"The math in this course is quite difficult, but the professor does a great job of explaining it in a very easily understood way.",5,Course Content
1001,very challenging fast-paced course,5,Course Content
1002,I was very amazed with his really good lectures. Especially proving each algorithm's correctness and performance was very interesting and stimulated my curiosity. I also need to note that optional videos for probability helped me a lot to understand this course. I would like to recommend my friends definitely.,5,Course Content
1003,"Great course to improve your skills on Algorithms, Space and Time complexities",4,Course Content
1004,Professor Roughgarden makes algorithms cool. With his passion for the topic you can't help but get excited about it too. I feel like I got a deep understanding of the topics covered versus just learning a recipe to sort an array. Looking forward to more.,5,Course Content
1005,Needs hands-on experience with high-school probability to help crack the exams,4,Course Content
1006,Best online course and one of the best courses in programming,5,Course Content
1007,It would be nice to see more examples especially were we have too many formulas. I still confused with probability.Also hadwritting isnt really helping. I am most of the time decoding scripts. In addition he is reading the formula at one moment and in around 3-4 seconds it appears on the screen. So I kind of listening him while trying to read what is happening on the screen. horrible experience.,3,Course Content
1008,"Personally, I would recommend this course to anyone who really wants to learn how things work in that sort of algorithms. I found the assignments a little difficult, but also extremely helpful.",5,Course Content
1009,"ItÂ´s been a long time since I had so much fun. Like going back to school. The course was great, the material is excelent, the assignements interesting and challenging. I really liked this course and am getting ready for the next one on the series.",5,Course Content
1010,it was awsome!! one of the best courses and materials regarding algorithms i have taken!thanks a lot!totally worth my time and money =),5,Course Content
1011,Great course with interesting assignments.,5,Course Content
1012,"the tutorials is not for average students, it takes a very high skill to understand them . also the quiz nd the assignments r too tough.hope you can make them a bit easy, the last one ,ie with graphs and trees was a bouncer. If the maths required is so high, please take a week to first explain the math fresher required in course and then start the main course",1,Course Content
1013,This is great course,5,Course Content
1014,It's an amazing courses aiming to high-level and fast-pace algorithmic thinker.,5,Course Content
1015,"I enjoyed this course, it was more challenging than the first one in the sequence, especially in the graph-search portion. The last 2 weeks are much more simple, but it is still essential for any serious student of CS to learn about data structures, especially common and practical DS such as heaps and hash tables.",5,Course Content
1016,"The professor is amazing. He has the ability to present the material very clearly, concise, and with a good dose of humour! I would definitely recommend it to anyone interested in algorithms and data structures as an undergraduate or a professional.",5,Course Content
1017,good in depth knowedge.,3,Course Content
1018,"This was another good one, providing a slightly deeper dive than I had seen in other courses. The big revelation here, for me, was the addition of Bellman-Ford algorithm for evaluating shortest path in networks (graphs) that have some negative distance values between nodes.I also like the approach to data structures (high-level, then drilling down into increasing detail for level of interest) I find it hard to say I understand a data structure based on ""Interface and Theory"" and I would have felt the certification meant more with at least a rudimentary implementation. I guess that makes me a coder at at heart.I am about to jump into the next course of the specialization: Greedy Algorithms, Minimum Spanning Trees, and Dynamic Programming As with the two courses before, I am expecting new revelations about the kind of programming issues I've been solving for more than fifteen years.",5,Course Content
1019,A really good course,5,Course Content
1020,Useful refresher!,5,Course Content
1021,"I learned a lot lot lot, no more to say. Fantastic.",5,Course Content
1022,"very good course! but I think this specialization focus on mathematical analysis, we need to practice more",5,Course Content
1023,"Great course, at least for people like me who lack of computer science background.",5,Course Content
1024,This course let me feel algorithms is not hard as I thought. It is worth to learn,5,Course Content
1025,"I really enjoyed it. Perfect balance of practice and theory together with clear explanations. I also appreciate the mentors efforts that always answer any questions and try to help. Thank you Tim, Vassilis, and Arjit.",5,Course Content
1026,"This is a great course. The teacher is very clear, and the material is very interesting. The programming assignments are interesting: the problems asked are very simple, but the input is generally too large to use brute force: you really have to implement the algorithms presented in the videos. This makes you realize how much smart algorithms can make a difference.The level of the class is relatively high, compared to other Coursera courses I've taken. If you want some serious training on algorithms, look no further.",5,Course Content
1027,Good learning,4,Course Content
1028,"Nice course and exams problems. I recommend this course if you want to understand the basics of graphs, trees and heaps.",5,Course Content
1029,The material was a little light and far fewer video quiz questions to test our understanding of the material. I also tried to test myself on BFS and DFS by doing online quizzes like geeksforgeeks - bombed really hard.,4,Course Content
1030,"Excellent mix of math (not too much), programming details (probably needs a little bit more) and practical applications!",5,Course Content
1031,This is great course and amazing refresher!!!,5,Course Content
1032,The early part of the course does not make a compelling argument for why we need to analyse complexity. The lectures are interesting but not helpful for use in business.,3,Course Content
1033,"Super interesting course, I have never seen in my lifetime.Watch me ;))",5,Course Content
1034,I am really satisfied by the course .....just love the lecture and slides too :) .....,5,Course Content
1035,"Tim does an excellent job explaining things at depth and at the same time keeping things interesting. The quizes and programming assignments are well thought and carefully balanced vs the material taught. They force you to stretch just a bit beyond the lectures, which is a good thing IMHO.And there is a wealth of advanced/optional material for the curious.",5,Course Content
1036,I love how clear the videos (and notes) are and re-watching them really helped a lot! I wish there was more discussion on the forms though!,5,Platform Usability
1037,It's challenging but interesting.,5,Course Content
1038,"The best Coursera class I took so far! The instructor has a good pedagogic approach -- for every problem he discusses, he starts with an intuitive explanation illustrated on a simple example, and afterwards provides a rather rigorous justification for the algorithms (omitting only secondary details).I found the problems challenging, and the quizzes required quite some thought, not only repeating/slightly modifying statements made already in the lectures. This made it feel closer to a real class than the other Coursera courses I took so far.",5,Course Content
1039,"Very much to the point, no nonsense, good course!",5,Course Content
1040,Many of the weeks' videos were out of order.,4,Platform Usability
1041,"Week 4 was significantly more time-consuming than the others, but it is still an excellent course overall. Recommended!",5,Course Content
1042,Well done!!!! That is the first English course I have finished!!!!,5,Course Content
1043,"Well done, made a very difficult topic accessible.",5,Course Content
1044,if u do those math it will definitely help u to be advance,4,Course Content
1045,It's a very nice course if you're doing some refreshing of college chemistry.,4,Course Content
1046,"The material was good, but I did notice a couple of lectures and in-course questions presented out of order. What really turned me off, however were quizzes. In weekly quizzes the first answer was always the right answer. In the final quiz most of the questions had the first answer as the right answer. Since randomizing the answers is so obvious and easy, I am really at a loss why the quizzes would be presented in this way.",3,Course Content
1047,A lot of calculation errors and incorrect answers,2,Course Content
1048,Great!,4,Course Content
1049,"Excellent course, very challenging, instructors take the time to explain the work very well.My only suggestion would be that week four be split into two more manageable sections, as it was quite large and there were many different topics covered. As aqueous equilibria are not my strong suit, it was a lot to take in",4,Course Content
1050,Thank a lot,5,Course Content
1051,Great Course,5,Course Content
1052,"The course is well-structured, clear and coherent. The assessments are quite good too. Recommend it!",5,Course Content
1053,"Excellent course. If you are struggling with high school chem, or need a good foundation for college chem - this course moves you through the concepts and gives you lots of practice problems.",5,Course Content
1054,"It is a good course for beginners, but it is too slow for advanced learners who want to refresh their knowledge.",4,Course Content
1055,I did the course before. It was amazing!,5,Course Content
1056,I am new to teaching AP Chem and this class was a great refresher for me....I suggested that my students enroll.,5,Instructor Quality
1057,"Although I had taken this course and higher levels in the past, there are still many subjects that I do not feel I have mastered them. This course helps me to achieve that goal. Also, it does not mean that this is not a flawless program, but by far is much much much better than the program I had attended in the past.I like to appreciate both instructors for their time and the effort they have put into making these wonderful videos for many students around the world!",5,Course Content
1058,This whole program is so knowledge-giving...thanks to Coursera and University of Kentucky.ðŸ˜Š,4,Course Content
1059,"There were some mistakes and weird glitches, but overall solid overview of second-half chem",4,Course Content
1060,Great.. I'm chemistry.. And this course is very useful to remember all things have you learnt in the university... Thank u,5,Course Content
1061,This is realy helpfull and interesting.,5,Course Content
1062,Itt's great! Nicely explained with step by step resolution of problems. I loked it :D,5,Instructor Quality
1063,Great explanation. I am very satisfied.,5,Course Content
1064,thank you for the course. great,5,Course Content
1065,i like it but there is ALOT to do i am 13 taking this for science class and i am starting to get lost in what the are saying,2,Course Content
1066,"Needs some means of feedback. Several times I felt sure that a question was wrong, but there's nothing to be done about it. Additionally, it would be nice if, after completing (and passing) a test, you could see what you did wrong and how the answer should have been determined.",4,Course Content
1067,very easy to follow,4,Course Content
1068,The course is very well organised and presented.,5,Course Content
1069,Very Good course ! Hope to see Organic Chemistry and some Biology courses by University of Kentucky like this.,5,Course Content
1070,It's great! Thank you for everything :)),5,Course Content
1071,"amazing course. all topics about chemistry are here, very good quizes. a good course",4,Course Content
1072,"I used this course as a significant portion of my preparation for the CLEP Chemistry exam, and passed today with an A! Thank you!",5,Course Content
1073,"This was a fantastic course! The teachers taught the material well and were entertaining in their teaching methods. I enjoyed that the lectures were easy to watch, and I appreciated all of the practice problems.",5,Course Content
1074,kind of boring and I am not learning how half this info is obtained or why it is relevant to real world chemistry,3,Course Content
1075,Thank you for reviving my interest in chemistry!,5,Course Content
1076,The subjects are very well covered. Great explanation. Very recommendable,5,Course Content
1077,Excellent lecture videos with practice problems that are very helpful in recalling the chemical concepts. Really wish this course could offer at least an SOA so learners can be more motivated.,5,Course Content
1078,Thoroughly enjoyed this course! Problems and assignments are quite challenging but doable,5,Course Content
1079,"Very challenging, well presented.",5,Course Content
1080,This challenging course improves understanding of algorithms and is intellectually stimulating. I learnt the theory behind algorithms and how they are applied to solve real world problems.,5,Course Content
1081,"Awesome! The professor is obviously very knowledgeable about the ancient Greece history and it's a pity that I'm done with the course; I wish I could attend the full, comprehensive version of it! On top of the basic history, I appreciated the comments on the research method, the nuances in the interpretation of different events, the presentation of additional elements (e.g., pictures, maps, artifacts) to support the lectures, etc. I was sometimes rushing a bit to go through all the reading assignments but I'm glad to know now what to read and where to search to get more information on the topic. I think it's one of the good side-effect of this course: it motivates you to learn even more about the ancient Greeks. Thanks!",5,Course Content
1082,"Very good. The readings indicated helped to expand my knowledge of Ancient Greece. Every undergraduate student in History, Philosophy, Archeology etc, must take this course.",5,Course Content
1083,Great course! Very touching and devoted instructor.,5,Course Content
1084,"Excellent overview and introduction to Greek history. I am travelling to Greece later this year and wanted to get a better understanding of Greek history to appreciate the art, literature, architecture and sites which I will be visiting. This course was both educational and entertaining. I highly recommend and look forward to building upon the knowledge acquired in the course. Thank you!",5,Course Content
1085,"The course was fascinating. At first, I must admit Professor Andy seemed quite dry at first, but as I began to understand his wit, I waited continually for him to deliver something extremely hilarious. I still laugh when I think about the reference to ""Bats whispering"". His understanding of the topic was excellent and his ability to communicate such a tremendous span of critical Western history efficiently and in an organized manner made the course valuable to me. I learned enough to of course understand I knew little, though I have written down several areas I want to research on my own to expand my knowledge. Great course, great lectures, thank you for presenting it to us and helping us learn!",5,Course Content
1086,"Ancient History: it is not boring anymore (for me)! Charming Prof. Andrew Szegedy-Maszak gives materials in a way, that you feel an every character (even mithological) was a real person involved in a real story. I also like nice sence of humor and a voice of lecturer! A lot of reading was easy and interesting to learn during the course.",5,Course Content
1087,A fantastic course: Very well-presented and hugely informative.,5,Course Content
1088,Great course !,5,Course Content
1089,Comprehensive course. I gained a great deal of information that helped to fill gaps in my own knowledge base.,5,Course Content
1090,Great Job. Andy definitely is the best.,5,Course Content
1091,Excellent course. Really inspired me to learn more.,5,Course Content
1092,What a great course! I have enjoyed it a lot!,5,Course Content
1093,Very Interesting course that covers a huge range of topics over a long period of time. A very well informed lecturer who can speak about the subject matter in a clear and concise manner.,4,Course Content
1094,"Fantastic Course! Really well structured, lectures are really interesting and I have really enjoyed it!!",5,Course Content
1095,Well prepared course.,5,Course Content
1096,Some great material and I learned a lot. I did in fact complete the course but chose not to submit written material. Sometimes the lecturer was perhaps a little dry.,4,Course Content
1097,Great course! Loved everything I learned.,5,Course Content
1098,Excellent course. It has a perfect rhythm and the teacher has a good pronunciation which it is a important detail for no native english like me. I recommend strongly.,5,Course Content
1099,"Fantastic course. Information packed, but not overwhelming. The links to online readings provide nice context for a lot of the lectures, but weren't in any way daunting. Highly recommend!",5,Course Content
1100,"Even though the professor talks in a monotone voice, I was so fascinated by the course content that I was able to overlook it.",5,Course Content
1101,"I found this a really interesting course to complete. The lectures are easily digestible and help to provide context for various readings that you complete along the way. I would have liked an introductory lecture that gave an overview of some of the major themes of the course more clearly (I felt a bit at sea throughout the first topic having never studied this before. I didn't know what to pay attention to). But once we were underway, I had no trouble working out the flow of events. I really enjoyed this- thank you!",4,Course Content
1102,"I love listening to these lectures. The professor is highly informed on the subject matter and his personality brings these myths and historical insights to life through engaging, clear story telling. I honestly did not know what to expect from the course, but I am deeply interested and hope to retain at least the main points of the lectures to take with me in my understanding of the world and the development of our richly influenced society by the Ancient Greeks.",5,Course Content
1103,"I like this course, it covers a wide range of topics.",5,Course Content
1104,"A good starting point to learn more about the ""Ancient Greeks""",4,Course Content
1105,"Great course, but the quizzes are not quite there yet. They focus too much on minor details and the questions are sometimes awkwardly phrased.",4,Course Content
1106,"I found Wesleyan University's course ""The Ancient Greeks"" rich in varied information. Professor Andrew Szegedy-Maszak's lectures are particularly thoughtful and the quizzes are clear. An altogether enjoyable, well-worth experience.",5,Course Content
1107,Very informative and filled with interesting tidbits. I loved it.,5,Course Content
1108,"Totally excellent and enthralling! The subject matter is well treated and easy to follow. The quality of the videos are top as well. I fell the the mix of lecture, reading and quiz at the end of the week was just right.",5,Course Content
1109,"excellent course, I enjoyed it a lot!It helped me to gain an overview over ancient greek history.Great lecturer!",5,Course Content
1110,"Fantastic course. Very enjoyable, quite clear and shed light on quite a lot of complex concepts. It's not hard to follow, but certainly arouses your curiosity and makes you explore more. Thank you for all these great lectures.",5,Course Content
1111,"An excellent course, one of the best Iâ€™ve done at Coursera. I hope Prof. Andrew Szegedy-Maszak will give more courses on this subject, starting with the end of this course, the 4th century BCE, progressing to the 3rd, 2nd etcetera BCE!",5,Course Content
1112,Cool,5,Course Content
1113,Perfect!,5,Course Content
1114,The professor was extremely knowledgeable and clear.,5,Instructor Quality
1115,Wonderful course !,5,Course Content
1116,I love the way this professor talk about events. I learned so much.,5,Instructor Quality
1117,"I love this class. So much important history that can be related to current events and people. I highly recommend everyone to take this course and think about it. We still make the mistakes these people did, and the successes are a part of our existence today. Instructor is very pleasant too.",5,Course Content
1118,Quality Qu,5,Course Content
1119,Inspiring instructor. A lot of clarity in the lectures and some really interesting facts and stories. This course is almost like watching a great movie.,5,Course Content
1120,"Thank you so much for conducting such a well paced course to the prelude of Greek's history!The course was simply fascinating! Professor Andrew's teaching style was very detailed, often humorous and also engaging. It felt as if I was really present in one of his lectures in the university classroom!The provided reading assignments also immensely helped in gaining an in-depth understanding of the course content!The active discussion forum gave me the opportunity to fine tune my learning through Q/As and additional articles for further reading, provided by the very generous, friendly and encouraging mentors!Looking forward to such a course in future,With best regards,Saoumitaa G",5,Course Content
1121,"I have learned many issues and insights, and I am most satisfied.",5,Course Content
1122,"The professor certainly knows a lot about this subject, but his delivery is stiff and dry. If he shared his passion for the subject with us it would be more enjoyable. On the plus side, I admire how he shares the Greek language with us so capably and combines art with his lectures.",2,Course Content
1123,Really interesting course,5,Course Content
1124,I will keep thinking with the Greeks.,5,Course Content
1125,Best instructor and lectures covering the entire area..But Assignments should include more questions so that to cover entire content of course.,5,Course Content
1126,"So thanks Prof ,i think that it was a great course and really my hope now is to visit Greece to recall Homer,Socrates,Hesiod,Solon.........................As a course ,Ancient Greeks resource me much and i advice all students to take this wonderful course.",5,Course Content
1127,"It's really well organized. I like the pace of the course and the voice of ""Professor Andy""!",5,Course Content
1128,This is my first coursera course and I love it.,5,Course Content
1129,A global and balance view of the ancient greek history,5,Course Content
1130,Great! I 'd love to learn about this.,5,Course Content
1131,"Awesome course, excelent material, great classes.",5,Course Content
1132,Excellent course!It is a must take course for the lover of Ancient Greece.,5,Course Content
